,phrase_id,first_ws_index,total_ws,total,phrase_stem
369,433,0,1,1,respondeat superior cannot basi liabil § 1983 action
370,434,14,1,15,find fact clearli erron although evid support review court left definit firm convict mistak commit
371,435,25,1,36,case law custodi arrest full search person except warrant requir fourth amend also reason search amend
372,436,0,1,1,remedi action surviv death plaintiff penal action
373,437,0,1,1,question shall ask juror voir dire matter rest sound discret trial judg noth show discret way abus
374,438,0,1,1,illeg arrest void later proceed
375,440,0,1,1,short compromis client claim confess judgment author counsel extend gener ordinari incid litig embrac agreement stipul admiss appertain conduct case trial tribun
376,441,8,1,22,act done outsid jurisdict intend produc produc detriment effect within justifi state punish caus harm present effect
377,442,0,1,2,evid buyer-sel relationship suffici support convict conspiraci
378,443,0,1,2,corpor offic directli particip author commiss wrong act even act done behalf corpor may person liabl
379,444,0,1,1,state substanti interest administr prison correct problem may aris therein
380,445,-1,0,1,three judg panel normal cannot overrul decis prior panel control question law may overrul prior circuit author without take case en banc interven suprem court decis undermin exist preced ninth circuit case close point
381,446,0,1,2,appeal litig entitl reli ground affirm whether pass upon trial court
382,447,6,2,9,trial counsel duti make reason investig make reason decis make particular investig unnecessari
383,448,0,1,1,appli co-conspir hearsay except govern need prove preponder independ evid conspiraci exist declar defend member conspiraci statement made cours further conspiraci
384,449,0,1,1,may consid state court decis habea review decis rest independ adequ state ground
385,450,0,3,4,upon face record includ petit remov suit appear remov one state court bound surrend jurisdict may proceed applic remov made
386,451,0,1,1,suit polit subdivis state counti bar eleventh amend
387,452,0,1,6,releas one joint tortfeasor oper releas
388,453,0,3,4,whatev formal documentari evid parti legal transact may alway show understood purport contract bind may exampl joke disguis deceiv other
389,454,0,1,1,unscrupul conduct prosecut denial due process law
390,455,0,1,1,case trust declar respect asset hand receiv
391,456,0,1,1,govern may legitim punish offici refus carri inhuman order
392,457,0,3,8,parti contract charg oblig possibl perform must make good unless perform render imposs act god law parti
393,458,0,1,1,trial judg may elicit truth examin wit
394,459,0,1,3,relationship bank depositor one debtor creditor
395,460,0,1,1,lay wit compet give gener impress saniti anoth person without specifi data upon opinion base
396,461,0,1,1,congress may requir corpor engag busi subject feder regul keep certain record make avail offici inspect order provid effect administr enforc
397,462,0,1,1,interpret bulletin kind carri persuas express view experienc administr act act advic staff special interpret applic
398,463,-1,0,1,action feder govern treatment indian land creat de facto reserv even though reserv creat specif treati statut execut order
399,464,0,1,3,defend dissatisfact length sentenc gener insuffici reason withdraw plea
400,465,1,1,2,de minimi interfer commerc enough sustain hobb act convict
401,466,0,1,7,long one particip fraudul scheme caus use mail execut fraud know particip scheme legal liabl use mail
402,468,3,1,6,reckless disregard bank offici bank interest suffici establish requisit intent defraud
403,469,1,1,2,where one invent clearli disclos applic claim subsequ claim co-pend applic applic first file deem construct reduct practic later applic given file date earlier one
404,470,0,1,1,consent conduct search recogn except requir warrant probabl caus
405,471,0,1,1,grant leav discretionari trial court scope review appeal limit determin whether abus discret
406,472,0,1,1,judgment appeal ground damag award inadequ accept payment amount judgment stand alon amount accord satisfact entir claim
407,473,8,1,10,case ambigu construct polici adopt favor insur
408,476,0,1,1,exclus within prerog suprem court determin shall admit practic law illinoi
409,477,0,1,1,warrant claus fourth amend imparti magistr must ascertain requisit standard met prior issuanc search warrant
410,479,0,1,1,individu right privaci protect due process claus fourteenth amend
411,480,2,1,3,defend disput materi fact psr sentenc court must either refus take fact account hold evidentiari hear
412,481,0,1,1,success alleg prima faci retali claim either titl vii adea ada plaintiff must show 1 engag statutorili protect express 2 suffer advers employ action 3 advers action causal relat protect express
413,482,0,1,1,crimin intent includ intent caus seriou bodili injuri may infer circumstanti evid
414,483,0,1,1,amount waiver juri trial consent trial judg decid issu direct verdict accordingli case upon except advers find direct question whether verdict direct support substanti testimoni
415,484,-1,0,7,convict conspiraci 18 u.s.c § 371 cannot sustain unless proof agreement commit offens unit state
416,485,0,1,1,kind case doctrin equival cannot appli
417,486,0,1,1,definit code disregard favor posit enact
418,488,3,1,14,govern offici perform discretionari function entitl qualifi immun liabil civil damag extent conduct violat clearli establish statutori constitut right reason person would known
419,489,-1,0,1,plaintiff inabl calcul damag accur may bar award prejudg interest
420,492,-1,0,1,erisa silent issu may turn state law fashion appropri feder common-law rule
421,493,0,1,2,statut interpret though congress enact superflu provis
422,494,0,1,1,act remedi statut design encompass public safeti ought theoret suprem law
423,495,-1,0,1,ex post facto principl applic civil context
424,496,2,1,12,defend cannot show psr inaccur simpli deni psr truth
425,497,1,1,38,state may discharg employe basi infring employe constitut protect interest freedom speech
426,498,0,1,1,lack refer earlier sentenc render second sentenc concurr earlier one
427,499,0,1,5,waiver sovereign immun must specif explicit cannot impli construct ambigu statut
428,500,0,1,1,knowledg element possess drug rare proven direct evid
429,502,0,1,1,vessel belong engag servic municip exempt seizur
430,503,0,1,1,agreement contrari public polici character legal system void
431,504,0,1,11,uncorrobor testimoni accomplic suffici sustain convict otherwis incred unsubstanti face
432,505,1,1,2,inmat shed constitut right prison gate
433,506,0,1,1,misrepresent gener caus properti damag caus pecuniari econom loss
434,507,0,1,1,seventh amend prohibit util additur least amount damag disput
435,508,0,1,1,28 u.s.c § 1331 humphrey assert basi jurisdict grant district court jurisdict case aris constitut waiver sovereign immun
436,509,-1,0,1,statement affidavit inform provid reliabl inform past suffici establish reliabl credibl inform
437,511,2,1,6,search conduct without warrant per se unreason fourth amend — subject specif establish well-delin except
438,512,1,1,9,crimin defend entitl effect assist counsel first appeal right
439,513,0,1,1,defend convict one violat feder law may sentenc two term imprison term follow
440,515,1,1,2,prosecutor duti disclos accus favor evid within control knowledg materi defens
441,516,0,1,1,regul need reason relat purpos enabl legisl upheld
442,517,0,1,1,secretari hostil start idea make dsh payment mandat congress
443,518,0,1,1,case submit juri two correct theori crimin liabil gener verdict valid set asid long evid support one possibl base convict suffici
444,519,1,1,2,juri may infer possess recent stolen automobil anoth state possessor vehicl knew stolen transport interst commerc
445,520,0,1,1,test appli determin question ident offens laid two count indict whether requir proof fact requir other
446,521,0,1,1,polic offic lack reason suspicion may approach question peopl seat vehicl public place
447,523,0,1,1,evid collater fact circumst act defend charact kindr trial whether occur prior subsequ alleg offens may admit proper explan juri limit within may consid purpos
448,524,0,3,3,object evid time made evid offer within discret trial judg sustain overrul motion delay close govern case strike consider juri evid previous receiv without object
449,526,0,1,1,success resist motion preliminari injunct factual issu present entitl defend summari judgment without opportun present addit evid need final hear
450,527,0,1,1,plaintiff seek overcom defend privileg qualifi immun must show 1 offic violat feder constitut statutori right 2 right clearli establish time offic act
451,528,0,1,2,parti agre interest rate standard one contain 28 u.s.c § 1961
452,529,0,1,1,term legal due owe mean payabl
453,530,0,1,1,question whether suit sovereign determin mere name titular parti essenti natur effect proceed
454,531,0,1,1,reduc sentenc mandatori minimum base substanti assist § 3553 e district court may
455,532,0,1,1,claus ocean bill lade requir prompt notic damag given limit time suit may file enforc reason
456,533,0,1,1,rule 56 c fed.r.civ.p author summari disposit move parti entitl judgment matter law remain genuin materi issu fact case
