,sentence_id,case_caption,case_date,phrase_id,phrase_stem,sentence,is_ws,is_first_ws
64856,87bf0181-a8cd-4bdf-99c3-56734bc64a59,"WATERBURY COMMUNITY ANTENNA, INC. v. N.L.R.B., 587 F.2d 90 (2nd Cir. 1978)",1978-10-27,83,employe activ union affair therebi obtain special immun ordinari employ decis,"It is well established that employees who are active in union affairs do not thereby obtain a special immunity from ordinary employment decisions. Local 357, InternationalBrotherhood of Teamsters v. NLRB,365 U.S. 667, 679, 81 S.Ct. 835, 6 L.Ed.2d 11 (1961) (Harlan, J., concurring),citing NLRB v. Universal Camera Corp.,190 F.2d 429 (2d Cir. 1951) (L. Hand, J.). See Firestone Tire Rubber Co. v.NLRB,539 F.2d 1335, 1337 (4th Cir. 1976); NLRB v. Bausch Lomb, Inc.,526 F.2d 817, 821 (2d Cir. 1975); Cain''s CoffeeCo. v. NLRB,404 F.2d 1172, 1175 (10th Cir. 1968); NLRB v.Billen Shoe Co.,397 F.2d 801, 803 (1st Cir. 1968); NLRB v.Ogle Protection Service, Inc.,375 F.2d 497, 505 (6th Cir.),cert. denied,389 U.S. 843, 88 S.Ct. 84, 19 L.Ed.2d 108 (1967); NLRB v. Birmingham Publishing Co.,262 F.2d 2, 8-9 (5th Cir. 1959) (Wisdom, J.).",True,True
65044,36614b28-8bea-4952-b720-bb1728758c92,"COLEMAN v. O'LEARY, 845 F.2d 696 (7th Cir. 1988)",1988-04-25,84,parti intend object and/or compli court order bear burden object request court rule thu make record object,"It is well-settled in Illinois law that a party who intends to object to and/or not comply with a court order bears the burden of objecting to and requesting a court ruling, thus making a record of the objection. See e.g., Peoplev.",True,True
56840,069f0af6-c558-4550-baba-3994f255659d,"NATIONAL BUSINESS SYSTEMS v. AM INTERN., 743 F.2d 1227 (7th Cir. 1984)",1984-09-20,91,mere exist sale contract insuffici establish place sale,"It is well established that """"mere existence of a sales contract is insufficient to establish a placing `on sale''.""""Hobbs v. A.E.C.,451 F.2d 849, 859 (5th Cir. 1971); see alsoApplication of Dybel,524 F.2d 1393, 1400 (C.C.P.A. 1975) (executory contract for sale insufficient where there was no evidence that purchaser knew how invention would perform).[fn8]",True,True
66256,4cb70701-b3a4-46c1-b1b4-106d302e70bc,"RETRACTABLE TECH. v. BECTON, DICKINSON  CO., 653 F.3d 1296 (Fed. Cir. 2011)",2011-07-08,92,specif exclud certain prior art altern liter scope claim critic prior art altern patente cannot use doctrin equival captur altern,"It is well settled that """"when a specification excludes certain prior art alternatives from the literal scope of the claims and criticizes those prior art alternatives, the patentee cannot then use the doctrine of equivalents to capture those alternatives."""" L.B. Plastics,Inc. v. Amerimax Home Prods., Inc., 499 F.3d 1303, 1309(Fed.",True,True
57912,76a5161b-d593-470e-8e14-1d2b9ef27c95,"MACKEY v. DICKSON, 47 F.3d 744 (5th Cir. 1995)",1995-03-16,94,claim unlaw arrest stand alon necessarili implic valid crimin prosecut follow arrest,"It is well established that a claim of unlawful arrest, standing alone, does not necessarily implicate the validity of a criminal prosecution following the arrest. United States v. Wilson,732 F.2d 404, 410 (5th Cir.), cert. denied, 469 U.S. 1099, 105 S.Ct. 609, 83 L.Ed.2d 718 (1984) (citing Gerstein v. Pugh,420 U.S. 103, 95 S.Ct. 854, 43 L.Ed.2d 54(1975); Frisbie v. Collins,342 U.S. 519, 72 S.Ct. 509, 96 L.Ed. 541(1952); Ker v. Illinois,119 U.S. 436, 7 S.Ct. 225, 30 L.Ed. 421(1886)). See also Brown v. Edwards,721 F.2d 1442, 1448 (5th Cir. 1984) (""""[T]here is nothing necessarily inconsistent between the arrest being illegal and [the] conviction being proper."""").",True,True
64708,c3731a65-dd67-480e-b684-d0be9ad80ccb,"E.E.O.C. v. PAN AMERICAN WORLD AIRWAYS, INC., 897 F.2d 1499 (9th Cir. 1990)",1990-03-02,95,due process requir govern notifi individu exist self-execut bar litig,"It is well established that due process does not require the government to notify individuals of the existence of such self-executing bars to litigation. See Atkins v.Parker,472 U.S. 115, 130, 105 S.Ct. 2520, 2529, 86 L.Ed.2d 81 (1985) (""""All citizens are presumptively charged with knowledge of the law.""""); Texaco, Inc. v. Short,454 U.S. 516, 533-37, 102 S.Ct. 781, 794-96, 70 L.Ed.2d 738 (1982).",True,True
65758,59c79364-bb2e-4f2e-823c-bd12dd579dc7,"U.S. v. LARKIN, 629 F.3d 177 (3rd Cir. 2010)",2010-12-10,97,analysi whether violat plea agreement proce contract law standard,"It is well settled that an analysis of whether there is a violation of the plea agreement proceeds under contract law standards. Nolan-Cooper, 155 F.3d at 236.",True,True
57560,5ec770fe-a934-4804-854a-67ddfb817932,"EMPIRE INDEM. INS. CO. v. CAROLINA CAS. CO., 838 F.2d 1428 (5th Cir. 1988)",1988-03-11,98,district court discret award attorney fee declaratori judgment action,It is well established that a district court has discretion to award attorney''s fees in a declaratory judgment action.,True,True
66381,7fd554c5-3360-4102-b1c7-29718f4ef04c,"ANSLEY v. STYNCHCOMBE, 480 F.2d 437 (5th Cir. 1973)",1973-06-12,99,parti commun consent anoth listen record convers search seizur involv,"It is now well settled that where a party to a communication consents to another''s listening to and recording his conversation, no search or seizure is involved.",True,True
69025,a5d29e02-3e88-4576-ac12-c2f911275a10,"CARACO PHARM. v. FOREST LAB., 527 F.3d 1278 (Fed. Cir. 2008)",2008-04-01,100,phrase actual controversi § 2201 includ controversi articl iii jurisdict,"It is well established that the phrase """"actual controversy"""" in § 2201(a) includes any controversy over which there is Article III jurisdiction. Aetna LifeIns.",True,True
39867,04715bcc-652e-49ae-ab68-1816fd6e732b,"RICHMOND LEASING CO. v. CAPITAL BANK, N.A., 762 F.2d 1303 (5th Cir. 1985)",1985-06-17,101,question whether leas reject,"It is well established that """"the question whether a lease should be rejected . . . is one of business judgment.""""Group of Institutional Investors v. Chicago, Milwaukee, St. Paul Pacific Railroad Co.,318 U.S. 523, 550, 63 S.Ct. 727,742, 87 L.Ed. 959 (1943). See also Matter of Minges,602 F.2d 38, 42-43 (2d Cir. 1979). """"As long as assumption of a lease appears to enhance a debtor''s estate, court approval of a debtor-in-possession''s decision to assume the lease should only be withheld if the debtor''s judgment is clearly erroneous, too speculative, or contrary to the provisions of the Bankruptcy Code. . . ."""" Allied Technology, Inc. v. R.B. Brunemann Sons,25 B.R. 484, 495 (Bankr.S.D.Ohio 1982).",True,True
64598,0b2dc345-f90b-4784-b2ec-c4a78cb2f4a6,"KNEVELBAARD DAIRIES v. KRAFT FOODS, INC., 232 F.3d 979 (9th Cir. 2000)",2000-12-01,102,order dismiss complaint underli action final order therefor appeal,"It is well established that an order dismissing a complaint but not the underlying action is not a final order and is not, therefore, appealable. Wright v. Gibson,128 F.2d 865, 866 (9th Cir. 1942).",True,True
67859,fb0a76a7-cbf6-477d-a942-14f18a67e058,"NOTTELSON v. SMITH STEEL WKRS. D.A.L.U. 19806, 643 F.2d 445 (7th Cir. 1981)",1981-02-27,104,titl vii right cannot bargain away collect bargain agreement therefor provid defens titl vii violat,"It is well settled, however, that Title VII rights cannot be bargained away and that a collective bargaining agreement therefore does not of itself provide a defense for Title VII violations.",True,True
63086,b7e4d3f3-1e18-4549-9e51-2f12315023a2,"JAKE'S, LTD., INC. v. CITY OF COATES, 284 F.3d 884 (8th Cir. 2002)",2002-03-26,106,type regul permiss first amend provid ordin justifi without refer content regul speech design promot substanti govern interest allow reason altern avenu commun,"It is now well-established that this type of regulation is permissible under the First Amendment provided the ordinance is justified without reference to the content of the regulated speech, is designed to promote a substantial government interest, and allows reasonable alternate avenues for communication. Cityof Renton v. Playtime Theatres, Inc.,475 U.S. 41, 48-50,106 S.Ct. 925, 89 L.Ed.2d 29 (1986).",True,True
66180,7cd99f33-0dd9-4ede-9525-4aa33435b235,"HARPER v. AUTOALLIANCE INTERN., INC., 392 F.3d 195 (6th Cir. 2004)",2004-12-16,107,interpret statut court resort legisl histori statutori languag straightforward,"It is well-established that, when interpreting statutes, courts should not """"resort to the legislative history"""" if the statutory language is straightforward. United States v. Gonzales,520 U.S. 1, 6,117 S.Ct. 1032, 137 L.Ed.2d 132 (1997).",True,True
30902,57cbe83a-a419-48c8-a6fb-63740e230350,"U.S. v. PARAMO, 998 F.2d 1212 (3rd Cir. 1993)",1993-07-07,108,punish person done law plainli allow due process violat basic sort,"It is well settled that to """"punish a person because he has done what the law plainly allows him to do is a due process violation of the most basic sort."""" Bordenkircher v. Hayes,434 U.S. 357, 363, 98 S.Ct. 663, 668, 54 L.Ed.2d 604 (1978), quoted inGoodwin, 457 U.S. at 372, 102 S.Ct. at 2488.",True,True
64358,8e02bab5-8bde-4105-a845-442999cccac4,"STEPP v. UNITED STATES, 207 F.2d 909 (4th Cir. 1953)",1953-11-09,109,intent use excess forc make arrest amount assault batteri,It is well established that an intentional use of excessive force in making an arrest amounts to an assault and battery.,True,True
68462,9d218666-cd64-4f2a-ab70-22bcd211c761,"BECHER v. CONTOURE LABORATORIES, 29 F.2d 31 (2nd Cir. 1928)",1928-11-12,110,state court may tri question titl may constru enforc annul contract relat patent,"It is well settled that a state court may try questions of title, and may construe, enforce, or annul contracts relating to patents.",True,True
69333,6b178d5c-0d31-41be-9abe-77d8066b9019,"NATIONAL LABOR BD. v. L. RONNEY  SONS FUR., 206 F.2d 730 (9th Cir. 1953)",1953-08-24,113,employ violat § 8 3 discharg refus reinstat ineffici employe employ reason employe ineffici union affili activ,It is well settled that an employer violates § 8(a)(3) by discharging or refusing to reinstate an inefficient employee if the employer''s reason for so doing is not the employee''s inefficiency but his union affiliation or activity.,True,True
66741,8d672826-a38f-4f47-8dc4-9da2bb7118bf,"U.S. v. McKENNA, 327 F.3d 830 (9th Cir. 2003)",2003-04-18,114,type disput suffici conflict warrant substitut counsel,"It is well-settled, however, that this type of dispute is not a sufficient conflict to warrant substitution of counsel. See United States v. Corona-Garcia,210 F.3d 973, 977n. 2 (9th Cir. 2000) (explaining that even if the court were to conclude that a conflict with respect to trial tactics was severe, it would be """"disinclined to reverse on that ground because trial tactics are clearly within the realm of powers committed to the discretion of defense counsel in any event"""" (citing United States v. Wadsworth,830 F.2d 1500, 1509 (9th Cir. 1987) (""""[A]ppointed counsel, and not his client, is in charge of the choice of trial tactics and the theory of defense.""""))).",True,True
59274,132cd2f5-7b04-4266-95a7-2b630ad9c6e8,"U.S. v. STEVENSON, 396 F.3d 538 (4th Cir. 2005)",2005-02-01,115,even find fact base observ credibl rather undisput evid entir documentari evid appel court must nonetheless defer trial court factfind function,"It is well-established that even when findings of fact are not based on observations of credibility, but rather on undisputed evidence or on entirely documentary evidence, appellate courts must nonetheless defer to the trial court''s factfinding function. See id. at 575,105 S.Ct. 1504; United States v. Nat''l Ass''n of Real Estate Bds.,339 U.S. 485, 495, 70 S.Ct. 711, 94 L.Ed. 1007 (1950) (deferring to the trial court''s findings based on a written code of ethics and bylaws); 1616 Reminc Ltd.",True,True
53503,c6e65ea4-df31-4d3d-bbf2-b5166dda6fea,"FOX v. UNITED STATES, 397 F.2d 119 (8th Cir. 1968)",1968-06-28,116,purpos protect law negoti instrument certif deposit treat equival promissori note,"It is a well established rule that for the purposes of protection under the law of negotiable instruments, certificates of deposit have been treated as the equivalent to promissory notes. """"But this would hardly require that a deposit transaction evidenced by a certificate of deposit be regarded as a borrowed capital indebtedness evidenced by a note, for purposes of the present statute.",True,True
57594,ec1ed7c7-d214-4c21-b7de-dc1972e202cf,"LOVVORN v. UNITED STATES, 157 F.2d 910 (5th Cir. 1946)",1946-11-15,117,sentenc conspiraci charg doubl punish,It is too well settled to require citation of authorities that the sentence on the conspiracy charge was not double punishment.,True,True
68108,15bcd3f8-bf3e-4adf-b0ef-31bbf696df26,"KRIM v. BANCTEXAS GROUP, INC., 989 F.2d 1435 (5th Cir. 1993)",1993-05-12,118,mere retent secur relianc materi misrepresent omiss form basi § 10 b rule 10b-5 claim,"It is well established that mere retention of securities in reliance on material misrepresentations or omissions does not form the basis for a § 10(b) or Rule 10b-5 claim. See Blue Chip Stamps v. Manor Drug Stores,421 U.S. 723,95 S.Ct. 1917, 44 L.Ed.2d 539 (1975); Abrahamson v. Fleschner,568 F.2d 862, 868 (2d Cir. 1977) (fraudulent inducement to retain securities is not a Rule 10b-5 violation because it is not directly """"in connection with"""" any purchase or sale), cert.denied,436 U.S. 913, 98 S.Ct. 2253, 56 L.Ed.2d 414 (1978),disapproved on other grounds, Transamerica Mortgage Advisers,Inc. (TAMA) v. Lewis,444 U.S. 11, 100 S.Ct. 242, 62 L.Ed.2d 146(1979); Tully v. Mott Supermarkets, Inc.,540 F.2d 187 (3d Cir. 1976) (breach of agreement to sell securities did not constitute violation of § 10(b) because required nexus between fraud and an actual sale was lacking; plaintiffs, being deprived of opportunity to purchase securities, could not demonstrate requisite causal connection between a sale or purchase of their own and any fraud by defendants); Morrow v. Schapiro,334 F. Supp. 399, 402-03 (E.D.Mo. 1971) (corporate insiders'' persuasion of shareholder not to sell stock, when such sale would have been contrary to insiders'' interests, was not a § 10(b) violation because no actual purchase or sale took place in connection with the alleged fraud; """"However deceitful and false the misrepresentations may have been, the plaintiff must be a purchaser or a seller . . . in a purchase or sale as to which there is a claim of fraud""""); Baum v. Phillips, Appel Walden, Inc.,648 F. Supp. 1518, 1526 (S.D.N.Y. 1986) (merely being induced to retain securities does not constitute violation of Rule 10b-5),aff''d, Asch v. Phillips,867 F.2d 776 (2d Cir.), cert.denied,493 U.S. 835, 110 S.Ct. 114, 107 L.Ed.2d 75 (1989);Sacks v. Reynolds Sec., Inc.,593 F.2d 1234, 1241(D.C. Cir. 1978) (Blue Chip Stamps does not permit recovery under Rule 10b-5 when alleged fraud causes an investor to retain ownership in securities); Goldman v. A.G. Becker,",True,True
64261,411b44b1-1590-4d16-9a64-e42bea030870,"U.S. v. BAKKER, 925 F.2d 728 (4th Cir. 1991)",1991-02-11,119,trial judg may conduct voir dire without allow counsel pose question directli potenti juror,It is well settled that a trial judge may conduct voir dire without allowing counsel to pose questions directly to the potential jurors. See,True,True
